0;ja;fr;sounds;notes;JLPT;tags
53430;匂いが気になりつつも、汚れを放置したら大変なことになった。;<strong>Despite being</strong> bothered by the smell, I left the dirty thing as it was and it got worse.;[sound:匂いが気になり つつも、汚れを放置したら大変なことになった。.ogg]<br>[sound:匂いが気になりつつも、汚れを放置したら大変なことになった。.ogg];;N2;bunpro JLPT2 validated
53431;弱点をしりつつほったらかしにしたからこんな悲惨なことになったんだ。;It became this sort of disaster because we/they neglected it <strong>despite knowing</strong> its weaknesses.;[sound:弱点を知りつつほったらかしにしたからこんな悲惨なことになった.ogg];;N2;bunpro JLPT2 validated
53432;実力不足を実感しつつも、未だにプロを諦められません。;<strong>Despite feeling</strong> that I lack the ability, I will still not give up being a professional.;[sound:実力不足を実感しつつも、未だにプロを諦められません。.ogg];;N2;bunpro JLPT2 validated
53433;現代人は朝ご飯を食べるのは重要だとしりつつも、そうしようとすることを拒否している。;Modern people, <strong>despite knowing</strong> that eating breakfast is important, refuse to do so.;[sound:現代人は朝ご飯を食べるのは重要だと知りつつも、そ-97f098a780534f512.ogg];;N2;bunpro JLPT2 validated
53434;危ないことだとしりつつも、科学者は知識のために、命を掛けつつ実験する場合もある。;<strong>Despite knowing</strong> that it is dangerous, there are cases when scientists, for the sake of knowledge, carry out experiments while putting their lives on the line.;[sound:危ないことだと知りつつも、科学者は知識のために、命を掛けつつ.ogg];;N2;bunpro JLPT2 validated
53461;「次の電車はいつくるの？」<br/>「あと八分で来るよ。」;'When is the next train coming?'<br>'It will be coming <strong>in</strong> eight minutes.' (<strong>after</strong>);[sound:「次の 電車はいつくるの？」「あと八分で来るよ。」.ogg]<br>[sound:「次の電車はいつくるの？」「後八分で来るよ。」.ogg];;N2;bunpro JLPT2 validated
53462;チトゲさん：「ラクさんが来るまで、あと何分？」<br/>オノデラさん：「まだあと五分！」;<span class='name-highlight'>Chitoge</span>: 'How many minutes <strong>left</strong> until Raku comes?'<br><span class='name-highlight'>Onodera</span>: 'Still 5 minutes <strong>left</strong>!' (<strong>remaining</strong>);[sound:チトゲさん：「ラクさんが来るまで、あと何分？」オノデラさん：.ogg]<br>[sound:チトゲさん：「ラクさんが来るまで、後何分？」オノデラさん：「.ogg];;N2;bunpro JLPT2 validated
53463;彼女：「たまごと牛乳はあるの。」<br/>彼氏：「あとは何が必要なの？」;<span class='name-highlight'>Girlfriend</span>: 'We have eggs and milk.'<br><span class='name-highlight'>Boyfriend</span>: 'Do we need anything <strong>else</strong>?' (<strong>remaining</strong>);[sound:彼女：「たまごと牛乳はあるの。」彼氏：「あとは何が必要なの？.ogg]<br>[sound:彼女：「たまごと牛乳はあるの。」彼氏：「後は何が必要なの？」.ogg];;N2;bunpro JLPT2 validated
53464;ヨツバちゃん：「ミクとイツキは先に行ったわ。」<br/>フウタロウくん：「あとの連中は？」<br/>ヨツバちゃん：「全然わからないわ。」;<span class='name-highlight'>Yotsuba</span>: 'Miku and Itsuki went ahead.'<br><span class='name-highlight'>Fuutarou</span>: 'And the <strong>rest</strong> of the group?'<br><span class='name-highlight'>Yotsuba</span>: 'I have no idea.' (<strong>remaining</strong>);[sound:ヨツバちゃん：「ミクとイツキは先に行ったわ。」フウタロウくん.ogg];;N2;bunpro JLPT2 validated
53465;SF映画：「ヨーロッパを除いて、あとの世界は全てあなた方のものだ。」;<span class='name-highlight'>Sci-fi Movie</span>: 'Except for Europa, the <strong>remaining</strong> worlds belong to you.';[sound:sf映画：「ヨーロッパを除い て、あとの世界は全てあなた方のもの.ogg]<br>[sound:sf映画：「ヨーロッパを除いて、後の世界は全てあなた方のものだ.ogg];;N2;bunpro JLPT2 validated
53466;砂漠で独り言を言う：「ガソリンがあと七リットルしかない。足りるかな？」;<span class='name-highlight'>Talking to oneself in the desert</span>: 'There are only 7 liters of gasoline <strong>left</strong>. I wonder if it is enough?' (<strong>remaining</strong>);[sound:砂漠で独り言を言う：「ガソリンがあと7リットルしかない。足り.ogg]<br>[sound:砂漠で独り言を言う：「ガソリンが後七リットルしかない。足りる.ogg];;N2;bunpro JLPT2 validated
53467;妻は夫と話している：「あと少ししか砂糖がないから、コンビニに買いに行ってくれない？」;<span class='name-highlight'>A wife talking with her husband</span>: 'Since there is only a little sugar <strong>left</strong>, won't you go to the convenience store and buy some?' (<strong>remaining</strong>);[sound:妻は夫と話している：「あと少ししか砂糖がないから、コンビニに.ogg]<br>[sound:妻は夫と話している：「後少ししか砂糖がないから、コンビニに買.ogg];;N2;bunpro JLPT2 validated
53468;「日本語能力試験まであと３１日しかない、詰めて勉強しなきゃだ。」;'There are only 31 days <strong>left</strong> until the JLPT, I have to focus and study.' (<strong>remaining</strong>);[sound:「日本語能力試験まであと31日しかない、詰めて勉強しなきゃだ。.ogg]<br>[sound:「日本語能力試験まで後３１日しかない、詰めて勉強しなきゃだ。.ogg];;N2;bunpro JLPT2 validated
53469;お客様：「席を予約したいのですが、空席の数はどのくらいですか？」<br/>映画館の切符販売員：「あと三席です。」;<span class='name-highlight'>Client</span>: 'I would like to reserve some seats, how many do you have free??'<br><span class='name-highlight'>Cinema attendant</span>: 'There are three seats <strong>left</strong>.' (<strong>remaining</strong>);[sound:お客様：「席を予約したいのですが、空席の数はどのくらいですか.ogg];;N2;bunpro JLPT2 validated
53470;兄弟が話している：「お父さんがお土産を買って来たよ。あなたに一つ、わたしに一つ。あとのものはお母さんにだよ。」;<span class='name-highlight'>Siblings are talking</span>: 'Father brought souvenirs. One for you, and one for me. The <strong>rest</strong> is for mom.' (<strong>remaining</strong>);[sound:兄弟が話している：「お 父さんがお土産を買って来たよ。あなた.ogg]<br>[sound:兄弟が話している：「お父さんがお土産を買って来たよ。あなたに.ogg];;N2;bunpro JLPT2 validated
53471;子供がお隣さんと話している：「うちでは７匹動物を飼ってるんです。猫が５匹、あとの２匹は犬です。」;<span class='name-highlight'>A child is talking with a neighbor</span>: 'We have 7 animals at home. 5 are cats and the <strong>remaining</strong> ones are dogs.';[sound:子供がお隣さんと話している：「うちでは７匹動物を飼ってるんで.ogg];;N2;bunpro JLPT2 validated
53490;この国では首都に近づけば近づくほど物価が上がっていくけいこうがある。;In this country, there is a <strong>tendency</strong> of prices rising as you get closer to the capital.;[sound:この国では首都に近づけば近づくほど物価が上がっていく傾向があ_9175.ogg];;N2;bunpro JLPT2
53491;鬱で悩まされている人は気分の浮き沈みが激しいけいこうがある。;People suffering from depression are <strong>inclined</strong> to have severe mood swings.;[sound:鬱で悩まされている人は気分の浮き沈みが激しい傾向がある。_5864.ogg];;N2;bunpro JLPT2
53492;あの会社が発売する教科書は使いやすくてユニークなけいこうがあると言われている。;It is said that textbooks released by that company have a <strong>tendency</strong> to be user-friendly and unique.;[sound:あの会社が発売する教科書は使いやすくてユニークな傾向があると_4015.ogg];;N2;bunpro JLPT2
